variable,description,province_code,province_name_cn,year,value,unit,source_file,source_sheet,source_range
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2023,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2024,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2025,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2026,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2027,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2028,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2029,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2030,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2031,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2032,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2033,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2034,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2035,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2036,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2037,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2038,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2039,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2040,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2041,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2042,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2043,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2044,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2045,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2046,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2047,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2048,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2049,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2050,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2051,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2052,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2053,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2054,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2055,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2056,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2057,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2058,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2059,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",bj,北京,2060,0.04704707692307692,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2021,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2022,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2023,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2024,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2025,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2026,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2027,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2028,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2029,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2030,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2031,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2032,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2033,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2034,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2035,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2036,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2037,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2038,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2039,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2040,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2041,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2042,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2043,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2044,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2045,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2046,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2047,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2048,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2049,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2050,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2051,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2052,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2053,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2054,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2055,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2056,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2057,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2058,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2059,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",tj,天津,2060,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",he,河北,2021,0.889356205128205,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",he,河北,2022,0.889356205128205,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",he,河北,2023,0.889356205128205,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",he,河北,2024,0.889356205128205,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
